4516	8	5
32561	10	10
6597	91	6
6767	417	8
13492	417	7
15948	417	10
17301	417	10
20877	417	7
32026	417	8
6767	439	7
13492	439	5
32026	439	7
11023	628	5
26075	628	4
26075	833	3
7967	1223	7
26075	1740	4
15360	2101	4
15360	2130	5
15360	2844	6
6697	3740	6
15360	4099	9
4192	4936	8
32597	4936	5
8050	4972	8
13492	4972	6
26259	5074	10
32597	5078	4
31540	5530	10
26259	5571	10
26259	6177	10
13492	6206	4
921	6414	7
7771	6414	7
16672	6437	10
11023	6684	6
11023	6689	6
6767	6864	7
13492	6864	7
7771	7264	8
10042	7264	8
20866	7264	6
7771	7832	7
7771	7880	6
32597	7880	7
4192	8133	8
27526	8133	7
16779	8395	5
11023	9018	8
21230	9018	8
13492	9968	8
16226	9968	10
28669	9968	10
32597	9968	6
34592	10247	8
5416	10323	6
7967	10323	7
8701	10323	9
13492	10323	8
13761	10323	9
19250	10323	8
20877	10323	7
27948	10323	8
32259	10323	9
30998	11267	5
32597	11508	7
21230	11541	7
32597	11541	8
32597	11607	7
15360	11717	6
13492	11841	7
5534	11870	7
13492	11870	5
32597	12278	9
1684	12349	9
3461	12349	10
3638	12349	10
3647	12349	9
5675	12349	9
7292	12349	7
7848	12349	10
8811	12349	9
16903	12349	8
27083	12349	8
27267	12349	9
28462	12349	10
28914	12349	8
33737	12349	10
34268	12349	8
34565	12349	8
35215	12349	10
13492	12364	8
27499	12364	9
31002	12364	10
32597	12364	10
34592	12364	10
13492	12532	6
27499	12651	7
29353	13025	9
32597	13025	7
10042	13086	7
13492	13086	6
16226	13086	10
6767	13140	6
13492	13140	5
3452	13257	9
13492	13257	7
21052	13257	5
22628	13257	10
34592	13257	8
1684	13427	9
6767	13427	7
9233	13427	10
12469	13427	4
13492	13427	7
15682	13427	9
16808	13427	3
2867	13442	10
3187	13442	9
3372	13442	8
4328	13442	8
5416	13442	7
6414	13442	10
6767	13442	9
8050	13442	9
8348	13442	9
13492	13442	8
13761	13442	9
14288	13442	6
14972	13442	8
15763	13442	8
15948	13442	9
17367	13442	9
20446	13442	10
21230	13442	8
21883	13442	8
27948	13442	9
28146	13442	7
29841	13442	7
32597	13442	4
34565	13442	10
35696	13442	8
13492	13626	6
12587	14142	8
6767	14341	10
11770	14341	7
21230	14341	7
32597	14341	8
6767	14417	5
7771	14429	8
10042	14429	8
12469	14429	10
17165	14429	8
17527	14429	5
33769	14429	10
13331	14538	9
15360	14538	9
32597	14538	9
32570	14624	7
14269	14872	8
32597	14972	8
537	15002	8
4723	15064	8
12619	15064	10
21230	15064	9
29158	15064	8
32597	15064	9
827	15163	7
6511	15163	8
15360	15163	9
16226	15163	10
32597	15163	8
27073	15174	7
35031	15174	10
19659	15175	8
27073	15175	8
35031	15175	10
15091	15310	7
15360	15310	7
2337	15324	7
6767	15324	10
9840	15324	9
15360	15324	9
21230	15324	8
25465	15324	8
27499	15324	10
32597	15324	7
34565	15324	10
3614	15361	8
6767	15361	7
30572	15361	5
32597	15361	10
2036	15400	9
11510	15400	9
15360	15400	8
15948	15400	9
6767	15532	10
8864	15532	9
11770	15532	8
12469	15532	8
6767	15624	9
32597	15624	6
4884	15648	8
4973	15648	7
6767	15648	7
8050	15648	9
8811	15648	8
9883	15648	10
13681	15648	8
20877	15648	8
24587	15648	8
26075	15648	4
27412	15648	7
27948	15648	8
30998	15648	7
32597	15648	8
34565	15648	9
12619	15768	10
6767	15772	6
7292	15864	9
11770	15864	9
13021	15864	10
15085	15864	9
16903	15864	8
17527	15864	7
19099	15864	8
20062	15864	10
22090	15864	7
22404	15864	7
25549	15864	9
25588	15864	9
26986	15864	9
30648	15864	9
31758	15864	7
32597	15864	8
32599	15864	8
34565	15864	10
6767	15881	6
32597	15881	7
7967	16172	7
3943	16220	7
6767	16220	7
14972	16220	8
35469	16220	8
12619	16230	10
6511	16332	8
6767	16332	8
8043	16332	9
21230	16332	9
32570	16332	8
32597	16332	9
35750	16332	9
23829	16544	6
35469	16600	6
8043	16847	10
15948	16847	8
30943	16847	9
32597	16847	10
35750	16847	10
35469	16903	7
4112	17075	6
15682	17075	10
2029	17136	10
2496	17136	9
2807	17136	10
2867	17136	10
3225	17136	10
4884	17136	8
5416	17136	8
6414	17136	10
8034	17136	9
8050	17136	9
10538	17136	9
11770	17136	9
16766	17136	10
18004	17136	9
20446	17136	10
25404	17136	8
27948	17136	8
28266	17136	10
28904	17136	10
28914	17136	7
29204	17136	9
30529	17136	9
31598	17136	10
32597	17136	10
33001	17136	9
34228	17136	10
34880	17136	10
34994	17136	8
13084	17196	9
23106	17350	7
11510	17463	6
16226	17668	10
35469	17729	8
15948	17765	8
7967	17825	8
27909	17825	4
35469	17836	7
21182	17841	7
7967	17843	5
4884	17925	7
5651	17925	9
6127	17925	9
6767	17925	9
7906	17925	8
8050	17925	8
15676	17925	10
17800	17925	9
19810	17925	9
19967	17925	8
20446	17925	9
21230	17925	10
22056	17925	8
25465	17925	9
25658	17925	9
28914	17925	6
29158	17925	8
30648	17925	7
32597	17925	7
32677	17925	10
33423	17925	10
34565	17925	8
36091	17925	10
23106	18033	7
4092	18037	7
6767	18037	7
10832	18037	10
15521	18037	10
6767	18051	9
35469	18106	7
6767	18192	9
6767	18217	5
32597	18217	8
35469	18294	7
4112	18328	5
35469	18356	7
35469	18368	7
35469	18452	7
6511	18455	10
6767	18455	8
8050	18455	9
15948	18455	9
17349	18455	10
20866	18455	10
21230	18455	10
25250	18455	10
26075	18455	8
29158	18455	9
32597	18455	10
29047	18526	9
6767	18528	7
28669	18528	9
1540	18578	9
1950	18578	7
15941	18578	10
29595	18578	8
31275	18578	8
36058	18578	7
35469	18583	7
36058	18684	5
6767	18737	7
16486	18737	8
6511	18742	9
14776	18742	10
21230	18742	9
32597	18742	7
5675	18773	8
16695	18773	6
26259	18773	10
33647	18773	8
6767	18806	9
32597	18806	9
6767	18839	7
20896	18839	8
27137	18839	9
28684	18839	7
29047	18839	9
35469	18860	6
4112	18876	6
6155	18876	8
27909	18876	5
35469	18890	8
1621	19109	9
12469	19109	10
27137	19109	8
28669	19130	10
10042	19195	9
21230	19254	9
29368	19254	8
31307	19254	10
32597	19254	8
34095	19254	10
35208	19254	9
6767	19286	6
16226	19286	10
11510	19344	6
35469	19376	7
6127	19421	10
6511	19421	8
6767	19421	9
20866	19421	10
21230	19421	9
27526	19421	7
30572	19421	8
32570	19421	8
32597	19421	7
3724	19422	8
14524	19422	10
19659	19429	8
28684	19429	9
35469	19465	7
35469	19504	7
32183	19509	7
35469	19556	7
34592	19585	8
3943	19591	7
35469	19607	7
35469	19686	8
35469	19688	8
6767	19702	7
27137	19702	8
1540	19729	6
1950	19729	6
31613	19729	8
4310	19760	6
4808	19760	7
6767	19760	10
11770	19760	6
12815	19760	10
14358	19760	8
16226	19760	10
17953	19760	10
30572	19760	8
32026	19760	10
34206	19760	10
11009	19777	6
15360	19777	8
30455	19777	7
35469	19832	8
11865	19838	6
15360	19901	10
20684	19999	7
15525	20030	4
35750	20122	7
6155	20142	9
20684	20161	8
35469	20161	8
9883	20163	8
20684	20264	7
6767	20286	7
3135	20475	9
35469	20487	7
20684	20489	8
1178	20530	8
3523	20530	10
6767	20530	6
11770	20530	8
16942	20530	8
17527	20530	8
19814	20530	9
20106	20530	7
22229	20530	8
24082	20530	6
26592	20530	9
30998	20530	9
36106	20530	5
20684	20531	6
35469	20531	8
28337	20572	5
28904	20581	10
1540	20629	9
2342	20629	7
5495	20629	8
8050	20629	8
11770	20629	9
12275	20629	8
13301	20629	8
16969	20629	10
17075	20629	8
17165	20629	7
17894	20629	8
27137	20629	9
28669	20629	10
30648	20629	8
31613	20629	7
34565	20629	10
11009	20640	7
21230	20640	7
20446	20641	8
35469	20678	7
28904	20686	10
28904	20693	10
6767	20697	8
11770	20697	8
31099	20697	8
18674	20698	10
20684	20698	7
3177	20708	10
20684	20708	8
15948	20768	7
21230	20768	7
32597	20768	8
11411	20859	6
26218	20859	7
10042	20902	7
15632	20960	7
35469	20979	8
15682	20980	8
13440	20987	5
11893	21013	8
20684	21054	7
35469	21054	7
6767	21079	8
14428	21079	7
25549	21079	6
10042	21156	7
27909	21165	6
35469	21182	8
12619	21283	8
31307	21331	8
12619	21406	9
12469	21409	7
6767	21571	5
15072	21571	7
12619	21576	9
31307	21576	6
1178	21577	8
6767	21577	5
30648	21577	6
32597	21577	6
35469	21738	8
6767	21739	7
16226	21739	10
1540	21746	7
21274	21746	7
31613	21746	5
555	21749	8
827	21749	8
1684	21749	10
2280	21749	9
3197	21749	9
3367	21749	10
3647	21749	8
3725	21749	7
3943	21749	8
5882	21749	9
7093	21749	10
7292	21749	9
7906	21749	9
8050	21749	9
10042	21749	8
10538	21749	5
