8	0
10	1
91	2
417	3
439	4
628	5
833	6
1223	7
1740	8
2101	9
2130	10
2844	11
3740	12
4099	13
4936	14
4972	15
5074	16
5078	17
5530	18
5571	19
6177	20
6206	21
6414	22
6437	23
6684	24
6689	25
6864	26
7264	27
7832	28
7880	29
8133	30
8395	31
9018	32
9968	33
10247	34
10323	35
11267	36
11508	37
11541	38
11607	39
11717	40
11841	41
11870	42
12278	43
12349	44
12364	45
12532	46
12651	47
13025	48
13086	49
13140	50
13257	51
13427	52
13442	53
13626	54
14142	55
14341	56
14417	57
14429	58
14538	59
14624	60
14872	61
14972	62
15002	63
15064	64
15163	65
15174	66
15175	67
15310	68
15324	69
15361	70
15400	71
15532	72
15624	73
15648	74
15768	75
15772	76
15864	77
15881	78
16172	79
16220	80
16230	81
16332	82
16544	83
16600	84
16847	85
16903	86
17075	87
17136	88
17196	89
17350	90
17463	91
17668	92
17729	93
17765	94
17825	95
17836	96
17841	97
17843	98
17925	99
18033	100
18037	101
18051	102
18106	103
18192	104
18217	105
18294	106
18328	107
18356	108
18368	109
18452	110
18455	111
18526	112
18528	113
18578	114
18583	115
18684	116
18737	117
18742	118
18773	119
18806	120
18839	121
18860	122
18876	123
18890	124
19109	125
19130	126
19195	127
19254	128
19286	129
19344	130
19376	131
19421	132
19422	133
19429	134
19465	135
19504	136
19509	137
19556	138
19585	139
19591	140
19607	141
19686	142
19688	143
19702	144
19729	145
19760	146
19777	147
19832	148
19838	149
19901	150
19999	151
20030	152
20122	153
20142	154
20161	155
20163	156
20264	157
20286	158
20475	159
20487	160
20489	161
20530	162
20531	163
20572	164
20581	165
20629	166
20640	167
20641	168
20678	169
20686	170
20693	171
20697	172
20698	173
20708	174
20768	175
20859	176
20902	177
20960	178
20979	179
20980	180
20987	181
21013	182
21054	183
21079	184
21156	185
21165	186
21182	187
21283	188
21331	189
21406	190
21409	191
21571	192
21576	193
21577	194
21738	195
21739	196
21746	197
21749	198
21755	199
21814	200
21884	201
21885	202
22017	203
22048	204
22058	205
22080	206
22100	207
22125	208
22150	209
22158	210
22208	211
22251	212
22279	213
22286	214
22395	215
22403	216
22454	217
22458	218
22462	219
22495	220
22517	221
22599	222
22630	223
22694	224
22782	225
22792	226
22807	227
22817	228
22834	229
22835	230
22883	231
22913	232
22958	233
22981	234
22991	235
22994	236
23027	237
23037	238
23158	239
23194	240
23238	241
23245	242
23249	243
23251	244
23266	245
23285	246
23300	247
23303	248
23305	249
23312	250
23333	251
23349	252
23395	253
23427	254
23439	255
23458	256
23563	257
23578	258
23583	259
23613	260
23634	261
23640	262
23642	263
23649	264
23685	265
23686	266
23694	267
23753	268
23775	269
23817	270
23848	271
23858	272
23876	273
23902	274
23937	275
23948	276
23950	277
23969	278
24034	279
24069	280
24092	281
24120	282
24124	283
24166	284
24183	285
24184	286
24188	287
24216	288
24252	289
24264	290
24316	291
24353	292
24481	293
24548	294
24554	295
24601	296
24660	297
24747	298
24803	299
24831	300
24844	301
24873	302
24894	303
24914	304
24933	305
24989	306
25004	307
25132	308
25263	309
25272	310
25290	311
25301	312
25316	313
25318	314
25330	315
25373	316
25409	317
25413	318
25452	319
25456	320
25461	321
25464	322
25492	323
25494	324
25586	325
25590	326
25591	327
25641	328
25746	329
25759	330
25803	331
25873	332
25878	333
25905	334
25913	335
25919	336
25929	337
25948	338
26029	339
26138	340
26202	341
26258	342
26276	343
26362	344
26465	345
26529	346
26614	347
26721	348
26743	349
26752	350
26778	351
26912	352
26966	353
26971	354
27075	355
27089	356
27113	357
27125	358
27131	359
27133	360
27194	361
27302	362
27327	363
27331	364
27376	365
27462	366
27478	367
27481	368
27532	369
27545	370
27630	371
27652	372
27657	373
27686	374
27698	375
27752	376
27800	377
27876	378
27893	379
27948	380
27977	381
27996	382
28010	383
28021	384
28030	385
28074	386
28141	387
28212	388
28231	389
28232	390
28241	391
28333	392
28346	393
28358	394
28557	395
28597	396
28683	397
28691	398
28772	399
28944	400
28950	401
28988	402
29146	403
29162	404
29179	405
29192	406
29201	407
29284	408
29442	409
29499	410
29539	411
29546	412
29583	413
29594	414
29604	415
29606	416
29608	417
29658	418
29671	419
29682	420
29725	421
29747	422
29772	423
29808	424
29811	425
29843	426
29844	427
29850	428
29892	429
29923	430
29942	431
29947	432
29989	433
29992	434
30241	435
30341	436
30372	437
30413	438
30522	439
30569	440
30637	441
30643	442
30657	443
30714	444
30732	445
30744	446
30754	447
30824	448
30848	449
30879	450
30922	451
30993	452
31022	453
31054	454
31055	455
31060	456
31088	457
31143	458
31152	459
31210	460
31229	461
31235	462
31252	463
31322	464
31334	465
31359	466
31381	467
31385	468
31394	469
31448	470
31455	471
31473	472
31477	473
31505	474
31514	475
31580	476
31602	477
31647	478
31679	479
31725	480
31742	481
31754	482
31762	483
31796	484
31826	485
31828	486
31831	487
31851	488
31867	489
31877	490
31885	491
31951	492
31971	493
31983	494
32045	495
32138	496
32143	497
32145	498
32155	499
32194	500
32234	501
32258	502
32290	503
32338	504
32339	505
32366	506
32376	507
32390	508
32455	509
32484	510
32536	511
32551	512
32553	513
32554	514
32559	515
32599	516
32609	517
32638	518
32643	519
32651	520
32676	521
32701	522
32762	523
32818	524
32828	525
32842	526
32863	527
32873	528
32881	529
32904	530
32910	531
32943	532
32946	533
32976	534
33022	535
33028	536
33029	537
33045	538
33105	539
33107	540
33149	541
33152	542
33234	543
33313	544
33317	545
33373	546
33436	547
33467	548
33517	549
33553	550
33558	551
33563	552
33627	553
33650	554
33717	555
33729	556
33739	557
33740	558
33804	559
33821	560
33836	561
33867	562
33870	563
33871	564
33873	565
33874	566
33879	567
33891	568
33902	569
33922	570
33945	571
34091	572
34167	573
34175	574
34198	575
34204	576
34232	577
34236	578
34240	579
34248	580
34298	581
34384	582
34386	583
34398	584
34409	585
34428	586
34433	587
34445	588
34458	589
34478	590
34492	591
34514	592
34522	593
34546	594
34583	595
34587	596
34591	597
34618	598
34711	599
34716	600
34717	601
34734	602
34778	603
34786	604
34798	605
34862	606
34881	607
34883	608
34890	609
34891	610
34922	611
34936	612
34946	613
34978	614
34985	615
35015	616
35017	617
35093	618
35096	619
35105	620
35140	621
35153	622
35160	623
35211	624
35238	625
35272	626
35279	627
35308	628
35317	629
35318	630
35369	631
35417	632
35421	633
35423	634
35432	635
35446	636
35521	637
35537	638
35567	639
35575	640
35583	641
35605	642
35608	643
35616	644
35640	645
35671	646
